Publication_number,Reference,Journal,Study,Case_study,Country,lab_or_field_experiment,Original_Site,original_decimals_latitude,original_decimals_longtitude,Original_Altitude.m.a.s.l..,Incubation_Site,incubation_decimal_latitudes,incubation_decimal_longtitude,Incubation_Altitude.m.a.s.l..,Incubation_annual_precipitation_.mm.,incubation_site_annual_temperature,Incubation_site_annual_min_temperatur_.degrees_C.,Incubation_site_annual_max_temperatur_.degrees_C.,Tree_species,Clade,Genus,family,natural_wood_or_block,wood_diameter,woody_debris_type,Diameter_range.mm.,wood_size_class,WD_Decay_class,Start_time,Finish_time,Study_duration_months,Treatments_type,Position_to_soil,Wood_density_initial,Stem_dry_matter_content..SDMC..g.g.1.,Wood_initial_Carbon,Wood_initial_Nitrogen,Wood_initial_Phophorus,Wood_initial_Potassium,Wood_initial_Lignin_perc,Wood_initial_Cellulose,Wood_initial_Hemicellulose,Wood_initial_Calcium,Wood_density_afterdecay,Fauna_group,Target_variable,Target_variable_loss_Exclusion,Target_variable_loss_Access,k_Exclusion,k_Access,sd_exclusion,sd_inclusion,n_sample_Exclusion,n_sample_Acess,Bark_status_presence_or_absent,Note..give.more.detailed.on.method.used.to.exclude.invertebrates.,Termites_type,Data_extracted_by
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Finland,field,FIN,62.6605,28.984389,NA,FIN,62.6605,28.984389,NA,NA,NA,NA,NA,Betula pendula,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,30.23533738,18.0571061,NA,NA,32.3780351,12.60200212,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Switzerland,field,SWI,46.252346,9.048371,NA,SWI,46.252346,9.048371,NA,NA,NA,NA,NA,Betula pendula,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-5.149449093,-8.266762555,NA,NA,6.657691829,1.383178312,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Switzerland,field,SWI,46.252346,9.048371,NA,SWI,46.252346,9.048371,NA,NA,NA,NA,NA,Betula pendula,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,26,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,17.09605237,12.78284334,NA,NA,23.74117097,2.877646051,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Switzerland,field,SWI,46.252346,9.048371,NA,SWI,46.252346,9.048371,NA,NA,NA,NA,NA,Betula pendula,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,44.57717029,22.16542533,NA,NA,6.790287044,20.6859385,2,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Mongolia,field,MON,48.253779,106.845624,NA,MON,48.253779,106.845624,NA,NA,NA,NA,NA,Betula platyphylla,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,23.12392862,14.1233819,NA,NA,4.248412635,10.2148749,3,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Mongolia,field,MON,48.253779,106.845624,NA,MON,48.253779,106.845624,NA,NA,NA,NA,NA,Betula platyphylla,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,9.493131923,5.380202255,NA,NA,8.490033355,35.60625274,2,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Ireland,field,IRL,51.752,-9.575,NA,IRL,51.752,-9.575,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,46.73208621,54.11758595,NA,NA,6.791388314,36.709776,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Ireland,field,IRL,51.752,-9.575,NA,IRL,51.752,-9.575,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,35,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,63.77890021,55.33689126,NA,NA,11.67899941,8.434557951,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Norway,field,NOR,59.86767,10.975773,NA,NOR,59.86767,10.975773,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-8.08419112,-26.74283973,NA,NA,25.73917301,2.11816204,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Norway,field,NOR,59.86767,10.975773,NA,NOR,59.86767,10.975773,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-3.305064879,-36.72414105,NA,NA,24.32472462,3.575961936,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Norway,field,NOR,59.86767,10.975773,NA,NOR,59.86767,10.975773,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,38,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,29.36393975,16.00101265,NA,NA,7.221352871,10.93873991,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Sweden,field,SWE,64.19019,19.57353,NA,SWE,64.19019,19.57353,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-1.394205888,-21.73440963,NA,NA,41.30103791,8.58285424,4,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Sweden,field,SWE,64.19019,19.57353,NA,SWE,64.19019,19.57353,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-8.926408379,-17.05555477,NA,NA,11.00282036,11.24948646,6,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Sweden,field,SWE,64.19019,19.57353,NA,SWE,64.19019,19.57353,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,1.264899994,-25.72024637,NA,NA,28.00548587,10.54326889,6,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,UK,field,UK,54.233194,-3.030944,NA,UK,54.233194,-3.030944,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,17.95026376,18.93440397,NA,NA,2.735659299,3.711606968,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,UK,field,UK,54.233194,-3.030944,NA,UK,54.233194,-3.030944,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,24.45627917,22.49254656,NA,NA,6.363023633,4.241040867,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,UK,field,UK,54.233194,-3.030944,NA,UK,54.233194,-3.030944,NA,NA,NA,NA,NA,Betula pubescens,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,36.11215907,25.5660101,NA,NA,7.04491515,4.581302504,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Tanzania,field,TAN_Savanna,-3.317311,37.682443,NA,TAN_Savanna,-3.317311,37.682443,NA,NA,NA,NA,NA,Boswellia neglecta,angiosperm,Boswellia,Burseraceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-33.85897988,-23.86538053,NA,NA,NA,9.230622842,1,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Tanzania,field,TAN_Savanna,-3.317311,37.682443,NA,TAN_Savanna,-3.317311,37.682443,NA,NA,NA,NA,NA,Boswellia neglecta,angiosperm,Boswellia,Burseraceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-24.82441399,-20.5732596,NA,NA,2.60204131,24.57139725,2,4,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Cairns,-17.283333,145.4,NA,AUS_Cairns,-17.283333,145.4,NA,NA,NA,NA,NA,Brachychiton acerifolius,angiosperm,Brachychiton,Sterculiaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,17.74606011,13.39267463,NA,NA,2.606962213,6.767871574,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Pourto rico,field,PRI_Ceiba,18.22921,-65.59922,NA,PRI_Ceiba,18.22921,-65.59922,NA,NA,NA,NA,NA,Terminalia buceras,angiosperm,Bucida,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,24.30897491,79.55506851,NA,NA,5.403161816,16.44516994,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Pourto rico,field,PRI_Ceiba,18.22921,-65.59922,NA,PRI_Ceiba,18.22921,-65.59922,NA,NA,NA,NA,NA,Terminalia buceras,angiosperm,Bucida,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,69.73089023,85.34692379,NA,NA,13.7764539,12.94240909,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Pourto rico,field,PRI_Ceiba,18.22921,-65.59922,NA,PRI_Ceiba,18.22921,-65.59922,NA,NA,NA,NA,NA,Terminalia buceras,angiosperm,Bucida,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,44.89072082,99.84004239,NA,NA,7.547591414,0.277054713,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Cairns,-17.283333,145.4,NA,AUS_Cairns,-17.283333,145.4,NA,NA,NA,NA,NA,Cardwellia sublimis,angiosperm,Cardwellia,Proteaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-16.3584747,28.83890929,NA,NA,22.22865071,5.445617345,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,France,field,France,44.022167,1.754111,NA,France,44.022167,1.754111,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,2.278820101,-15.29846022,NA,NA,7.877110052,29.051949,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,France,field,France,44.022167,1.754111,NA,France,44.022167,1.754111,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,7.638935481,26.0962119,NA,NA,14.88765922,2.930366825,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,France,field,France,44.022167,1.754111,NA,France,44.022167,1.754111,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,39.10038148,28.29698496,NA,NA,15.23359325,10.03797866,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Hungary,field,HUN,47.676708,18.910347,NA,HUN,47.676708,18.910347,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,3.014689645,1.783854198,NA,NA,6.029574448,2.53051372,3,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Hungary,field,HUN,47.676708,18.910347,NA,HUN,47.676708,18.910347,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,22.14017058,30.59746047,NA,NA,4.809678283,2.622489847,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Iran,field,IRA,36.533333,53.116667,NA,IRA,36.533333,53.116667,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,10,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,13.35012135,19.58453345,NA,NA,11.54117057,5.040467359,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Iran,field,IRA,36.533333,53.116667,NA,IRA,36.533333,53.116667,NA,NA,NA,NA,NA,Carpinus betulus,angiosperm,Carpinus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,22,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,38.05064434,33.95792788,NA,NA,4.493870702,6.718702582,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Switzerland,field,SWI,46.252346,9.048371,NA,SWI,46.252346,9.048371,NA,NA,NA,NA,NA,Castanea sativa,angiosperm,Castanea,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-0.751720304,-8.053002815,NA,NA,4.794593685,2.816175975,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Switzerland,field,SWI,46.252346,9.048371,NA,SWI,46.252346,9.048371,NA,NA,NA,NA,NA,Castanea sativa,angiosperm,Castanea,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,26,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,35.68338033,13.19641558,NA,NA,2.134006861,7.532449433,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Switzerland,field,SWI,46.252346,9.048371,NA,SWI,46.252346,9.048371,NA,NA,NA,NA,NA,Castanea sativa,angiosperm,Castanea,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,57.51351953,56.73953889,NA,NA,6.98126335,10.753992,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,China,field,CHI_Yunnan2,25.004756,100.178781,NA,CHI_Yunnan2,25.004756,100.178781,NA,NA,NA,NA,NA,Castanopsis echinocarpa,angiosperm,Castanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,7.859748596,2.122338824,NA,NA,6.159473363,4.343318559,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,China,field,CHI_Yunnan2,25.004756,100.178781,NA,CHI_Yunnan2,25.004756,100.178781,NA,NA,NA,NA,NA,Castanopsis echinocarpa,angiosperm,Castanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,33.80289085,36.61489262,NA,NA,10.22853459,20.01315489,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,China,field,CHI_Gutianshan,29.171944,118.063611,NA,CHI_Gutianshan,29.171944,118.063611,NA,NA,NA,NA,NA,Castanopsis eyrei,angiosperm,Castanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,11,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,35.7789792,43.19619219,NA,NA,2.205573573,9.794912091,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,China,field,CHI_Gutianshan,29.171944,118.063611,NA,CHI_Gutianshan,29.171944,118.063611,NA,NA,NA,NA,NA,Castanopsis eyrei,angiosperm,Castanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,32.38251801,56.3989693,NA,NA,19.69616067,8.549645158,2,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Nepal,field,NEP,28.187772,83.990889,NA,NEP,28.187772,83.990889,NA,NA,NA,NA,NA,Castanopsis indica,angiosperm,Castanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,32,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,80.15599757,58.12625865,NA,NA,13.30519523,NA,8,1,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,South Africa,field,SAF,-29.291,30.3612,NA,SAF,-29.291,30.3612,NA,NA,NA,NA,NA,Celtis africana,angiosperm,Celtis,Cannabaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,5.94023389,10.53216774,NA,NA,16.17026207,11.69626479,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,South Africa,field,SAF,-29.291,30.3612,NA,SAF,-29.291,30.3612,NA,NA,NA,NA,NA,Celtis africana,angiosperm,Celtis,Cannabaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,40.75821502,51.11501208,NA,NA,8.997693233,14.57134324,2,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,South Africa,field,SAF,-29.291,30.3612,NA,SAF,-29.291,30.3612,NA,NA,NA,NA,NA,Celtis africana,angiosperm,Celtis,Cannabaceae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,41.42130151,42.13201888,NA,NA,16.77138033,3.859644837,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Philipines,field,PHI,14.1461667,121.2290167,NA,PHI,14.1461667,121.2290167,NA,NA,NA,NA,NA,Celtis luzonica,angiosperm,Celtis,Cannabaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,41.70101101,17.49511223,NA,NA,9.722023496,15.59885776,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Philipines,field,PHI,14.1461667,121.2290167,NA,PHI,14.1461667,121.2290167,NA,NA,NA,NA,NA,Celtis luzonica,angiosperm,Celtis,Cannabaceae,natural,30,woody,NA,fine,NA,NA,NA,18,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,57.11598128,63.62129862,NA,NA,30.38484635,22.9591993,5,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
